,_geopoint,adresse_ban,numero_dpe,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ef,emission_ges_5_usages_par_m2,categorie_enr,date_visite_diagnostiqueur
187,"48.89755004487426,2.3377980388537423",106 Rue du Poteau 75018 Paris,2375N4226068K,C,C,58.7,12.6,,2023-03-06
188,"48.83131399584323,2.3375189871531585",20 Rue Dareau 75014 Paris,2475N2745548J,A,A,68.0,4.0,,2024-07-25
189,"48.875535956163105,2.4112280670689787",Rue Paul Meurice 75020 Paris,2375N3010512G,B,A,86.0,2.0,Il existe plusieurs descriptifs ENR,2023-07-24
190,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121218S,B,B,49.4,8.1,réseau de chaleur ou de froid vertueux,2023-11-20
191,"48.82099002981994,2.334762033762907",Boulevard Jourdan 75014 Paris,2375N2036390A,C,C,80.6,13.5,Il existe plusieurs descriptifs ENR,2023-05-21
192,"48.86397602348154,2.365210039760931",64 Rue de Saintonge 75003 Paris,2275N2948791I,C,C,73.0,16.0,,2022-12-05
193,"48.86397602348154,2.365210039760931",64 Rue de Saintonge 75003 Paris,2275N2948805W,C,C,80.0,17.0,,2022-12-05
194,"48.87752798707485,2.4042870213107284",13 Passage des Mauxins 75019 Paris,2275N0456238X,B,B,53.0,10.0,,2022-01-30
195,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344385X,B,B,25.5,7.5,chauffe-eau thermodynamique,2022-09-07
196,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205788W,B,B,48.3,7.9,réseau de chaleur ou de froid vertueux,2023-09-20
197,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219413W,C,C,75.0,16.2,,2022-09-21
198,"48.827243015393414,2.3787829578968585",10 Rue Jeanne Chauvin 75013 Paris,2375N3285074I,B,B,52.0,8.5,réseau de chaleur ou de froid vertueux,2023-09-20
199,"48.892618003061735,2.3738100191669687",4b Passage de Crimée 75019 Paris,2375N0677090G,B,B,55.0,8.0,,2023-02-21
200,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166121O,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
201,"48.89237302794069,2.3526859979856845",1 Allée d'Andrézieux 75018 Paris,2475N3222432B,B,A,38.9,2.7,Il existe plusieurs descriptifs ENR,2024-08-28
202,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205368S,B,B,56.8,9.4,réseau de chaleur ou de froid vertueux,2023-09-20
203,"48.8336770126128,2.4022919710703787",73 Boulevard Poniatowski 75012 Paris,2475N1134438P,B,B,53.9,9.2,chauffe-eau thermodynamique,2024-01-09
204,"48.834720974155324,2.3197299611790845",53b Rue Raymond Losserand 75014 Paris,2175N0519994A,C,C,79.0,17.0,,2021-10-11
205,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438063B,B,B,49.0,8.0,,2023-12-13
206,"48.8336770126128,2.4022919710703787",73 Boulevard Poniatowski 75012 Paris,2475N0194175Q,B,B,46.5,8.1,pompe à chaleur,2024-01-09
207,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344062M,B,B,27.4,8.4,chauffe-eau thermodynamique,2022-09-07
208,"48.845175965633885,2.3017970228106073",42 Rue Cambronne 75015 Paris,2475N1014617C,A,A,12.0,1.0,,2023-12-26
209,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909510N,B,A,45.0,3.0,,2024-03-10
210,"48.86976504350663,2.405120008985746",11 Rue Haxo 75020 Paris,2375N3647156O,C,C,101.0,22.0,,2023-08-21
211,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0499994U,A,A,55.0,0.1,panneaux solaires thermiques,2021-10-03
212,"48.877132028422274,2.3639110604720965",1 Rue Robert Blache 75010 Paris,2475N1690715W,C,C,75.0,16.0,,2021-12-22
213,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139048N,C,C,81.0,17.0,panneaux solaires photovoltaïques,2024-11-21
214,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909623W,B,A,41.0,3.0,,2024-03-10
215,"48.8423849600019,2.2797099773156217",65 Rue Gutenberg 75015 Paris,2475N1225514N,C,C,76.8,16.9,,2024-03-04
216,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166167I,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
217,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1128868H,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
218,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0512341R,C,C,87.0,14.0,,2021-07-19
219,"48.81781404188524,2.3579600659633777",11 Rue Paul Bourget 75013 Paris,2375N2726331F,B,B,34.0,7.0,pompe à chaleur,2023-08-06
220,"48.81777103344485,2.3577390118601893",Rue Paul Bourget 75013 Paris,2475N2306885S,C,C,124.0,28.0,cogénération,2024-06-23
221,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116846M,C,C,55.0,12.0,pompe à chaleur,2024-12-10
222,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344318I,C,C,38.5,12.5,chauffe-eau thermodynamique,2022-09-07
223,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130720C,B,B,48.0,10.0,,2024-12-10
224,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116718O,C,C,63.0,14.0,pompe à chaleur,2024-12-10
225,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227524T,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
226,"48.827243015393414,2.3787829578968585",10 Rue Jeanne Chauvin 75013 Paris,2375N3285070E,B,B,53.7,8.8,réseau de chaleur ou de froid vertueux,2023-09-20
227,"48.86976504350663,2.405120008985746",11 Rue Haxo 75020 Paris,2375N3647144C,C,C,102.0,22.0,,2023-08-21
228,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146227N,C,C,55.0,12.0,panneaux solaires photovoltaïques,2024-12-10
229,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192123E,A,A,17.6,1.2,pompe à chaleur,2022-05-30
230,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0959284Z,C,C,114.0,25.1,,2021-12-20
231,"48.832272972636574,2.3984450278237084",19 Boulevard Poniatowski 75012 Paris,2475N1443595G,B,A,30.0,2.0,pompe à chaleur,2024-04-17
232,"48.83111701786987,2.3294309826496624",42 Avenue du Général Leclerc 75014 Paris,2275N1629977S,C,C,79.9,16.9,,2022-07-17
233,"48.89246802951179,2.359600044683463",31 Rue de la Chapelle 75018 Paris,2375N3770280C,C,A,67.0,4.0,pompe à chaleur,2023-10-15
234,"48.887093039938215,2.3608449556310283",71 Rue Philippe de Girard 75018 Paris,2475N2015838P,C,C,61.0,12.0,,2024-04-23
235,"48.82741701985551,2.3308979564080134",7 Rue Couche 75014 Paris,2275N1071703Q,C,C,69.0,14.0,,2022-04-13
236,"48.89360497196748,2.349261067593661",120 Rue de Clignancourt 75018 Paris,2475N0093058N,A,A,13.3,2.9,panneaux solaires photovoltaïques,2024-01-08
237,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709544D,A,A,31.9,3.7,Il existe plusieurs descriptifs ENR,2024-10-21
238,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2329441G,A,A,63.0,4.0,,2024-05-15
239,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205468O,B,B,54.7,9.0,réseau de chaleur ou de froid vertueux,2023-09-20
240,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219397G,C,C,81.6,17.7,,2022-09-21
241,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136453O,B,B,30.9,8.7,,2022-09-07
242,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0503797B,B,B,60.0,9.0,,2021-07-19
243,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2313433O,A,A,50.0,3.0,,2024-05-15
244,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709489A,A,A,41.4,4.8,Il existe plusieurs descriptifs ENR,2024-10-21
245,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0937864Y,B,B,48.0,7.0,,2021-10-19
246,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116779X,B,B,48.0,10.0,pompe à chaleur,2024-12-10
247,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396090M,B,A,65.0,0.1,,2021-09-22
248,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343764A,B,B,32.4,9.6,chauffe-eau thermodynamique,2022-09-07
249,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246994D,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
250,"48.89360497196748,2.349261067593661",120 Rue de Clignancourt 75018 Paris,2475N0093026H,A,A,12.7,2.7,panneaux solaires photovoltaïques,2024-01-08
251,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146156U,C,C,51.0,11.0,panneaux solaires photovoltaïques,2024-12-10
252,"48.89755004487426,2.3377980388537423",106 Rue du Poteau 75018 Paris,2375N4226105V,C,C,92.2,20.1,panneaux solaires photovoltaïques,2023-03-06
253,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878299Z,A,A,62.0,0.1,,2021-10-19
254,"48.89858400408262,2.3545200491784364",Boulevard Ney 75018 Paris,2375N3454866U,B,B,65.0,10.0,,2021-09-06
255,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041304Z,C,C,56.0,20.6,Il existe plusieurs descriptifs ENR,2022-09-07
256,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136227W,B,B,32.3,10.2,,2022-09-07
257,"48.86976504350663,2.405120008985746",11 Rue Haxo 75020 Paris,2375N3647153L,C,C,112.0,24.0,,2023-08-21
258,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246268F,B,B,55.9,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
259,"48.89360497196748,2.349261067593661",120 Rue de Clignancourt 75018 Paris,2475N0093025G,A,A,14.8,3.2,panneaux solaires photovoltaïques,2024-01-08
260,"48.81781404188524,2.3579600659633777",11 Rue Paul Bourget 75013 Paris,2375N2725345H,B,B,39.0,8.0,pompe à chaleur,2023-08-06
261,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246127U,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
262,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438074M,C,C,67.0,12.0,,2023-12-13
263,"48.872184993900305,2.3964469351010305",5 Impasse des Chevaliers 75020 Paris,2375N0238038Q,C,C,52.0,11.0,,2023-01-11
264,"48.877132028422274,2.3639110604720965",1 Rue Robert Blache 75010 Paris,2475N1690722D,C,C,55.0,11.0,,2021-12-22
265,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227590H,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
266,"48.832272972636574,2.3984450278237084",19 Boulevard Poniatowski 75012 Paris,2475N1443587Y,B,A,36.0,2.0,pompe à chaleur,2024-04-17
267,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139117E,C,C,78.0,16.0,panneaux solaires photovoltaïques,2024-11-21
268,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139049O,C,C,83.0,17.0,panneaux solaires photovoltaïques,2024-11-21
269,"48.85609296985318,2.395124051227484",140 Boulevard de Charonne 75020 Paris,2375N2136360A,C,C,57.9,11.2,Il existe plusieurs descriptifs ENR,2023-06-25
270,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380735Y,B,A,69.0,2.0,,2022-02-23
271,"48.851414961541664,2.3161119746113394",6 Rue Monsieur 75007 Paris,2475N3384709M,C,C,112.4,18.8,réseau de chaleur ou de froid vertueux,2024-09-24
272,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129053K,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
273,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166088H,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
274,"48.82099002981994,2.334762033762907",Boulevard Jourdan 75014 Paris,2375N2036266G,C,C,80.6,13.5,Il existe plusieurs descriptifs ENR,2023-05-21
275,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136260D,C,C,35.8,11.5,,2022-09-07
276,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1128818J,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
277,"48.875420007690586,2.412486037976819",19 Rue des Frères Flavien 75020 Paris,2475N1855481A,B,A,88.4,2.7,Il existe plusieurs descriptifs ENR,2024-02-20
278,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205459F,B,B,48.3,7.9,réseau de chaleur ou de froid vertueux,2023-09-20
279,"48.84258504368993,2.2804229729937466",52 Rue des Cévennes 75015 Paris,2175N0563739N,C,C,79.0,17.0,,2021-10-05
280,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0499887R,A,A,55.0,1.0,panneaux solaires thermiques,2021-10-03
281,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129343O,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
282,"48.8547269594012,2.39899902877664",38 Rue de Terre Neuve 75020 Paris,2375N1736550S,C,C,61.3,13.3,,2023-04-19
283,"48.88783098977528,2.3865770061142113",8 Rue des Ardennes 75019 Paris,2375N1958783D,B,A,35.8,2.3,Il existe plusieurs descriptifs ENR,2022-11-17
284,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396100W,A,A,56.0,0.1,,2021-09-22
285,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0503784O,C,C,68.0,11.0,,2021-07-19
286,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909688J,A,A,30.0,2.0,,2024-03-10
287,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137542M,A,A,30.0,2.0,pompe à chaleur,2024-12-09
288,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0935313V,B,B,67.0,10.0,,2021-10-19
289,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041703I,C,C,53.5,19.7,,2022-09-07
290,"48.85179801513591,2.261507941762168",2 Impasse Léa Blain 75016 Paris,2429N1077789A,A,A,18.7,1.3,pompe à chaleur,2024-03-19
291,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130751H,C,C,63.0,14.0,,2024-12-10
292,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227632X,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
293,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205415N,C,C,81.7,13.7,réseau de chaleur ou de froid vertueux,2023-09-20
294,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121278A,B,B,52.3,8.5,réseau de chaleur ou de froid vertueux,2023-11-20
295,"48.88156501130075,2.3660130118381213",206 Rue la Fayette 75010 Paris,2475N3616032N,A,A,40.1,5.7,Il existe plusieurs descriptifs ENR,2024-09-23
296,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878396S,A,A,51.0,0.1,,2021-10-19
297,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227992T,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
298,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2158400R,B,B,26.0,7.2,,2022-09-07
299,"48.89652199601251,2.372274012863153",25 Voie eu/19 75019 Paris,2175N0617444C,A,A,25.4,1.8,,2021-10-19
300,"48.88725301295351,2.3598990164787814",40 Rue Marx Dormoy 75018 Paris,2375N1743167F,B,B,48.9,9.5,,2023-04-16
301,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1228025A,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
302,"48.89432196619741,2.31772997349172",31 Rue Boulay 75017 Paris,2475N2312748F,A,A,54.0,3.0,,2024-05-15
303,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130735R,C,C,56.0,12.0,,2024-12-10
304,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130714W,C,C,55.0,12.0,,2024-12-10
305,"48.89181302961532,2.3266430615310387",4 Passage Legendre 75017 Paris,2375N2374972K,C,C,68.4,15.1,panneaux solaires photovoltaïques,2023-07-06
306,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2125542X,A,A,11.1,3.4,,2022-09-07
307,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246227Q,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
308,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146199L,C,C,56.0,12.0,panneaux solaires photovoltaïques,2024-12-10
309,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2158276X,B,B,34.3,10.5,,2022-09-07
310,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247063U,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
311,"48.875535956163105,2.4112280670689787",Rue Paul Meurice 75020 Paris,2375N3010509D,A,A,60.0,1.0,Il existe plusieurs descriptifs ENR,2023-07-24
312,"48.89528002621552,2.346351023926362",43 Boulevard Ornano 75018 Paris,2175N0414030M,C,C,52.9,11.5,,2021-09-28
313,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346204J,C,C,89.8,19.7,,2022-06-08
314,"48.89432196619741,2.31772997349172",31 Rue Boulay 75017 Paris,2475N2312741Y,A,A,51.0,3.0,,2024-05-15
315,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1228010L,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
316,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130736S,C,C,55.0,12.0,,2024-12-10
317,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878403Z,A,A,56.0,0.1,,2021-10-19
318,"48.875535956163105,2.4112280670689787",Rue Paul Meurice 75020 Paris,2375N3010502W,B,A,79.0,2.0,Il existe plusieurs descriptifs ENR,2023-07-24
319,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219428L,C,C,81.8,17.7,,2022-09-21
320,"48.89237302794069,2.3526859979856845",1 Allée d'Andrézieux 75018 Paris,2475N3222399U,B,A,38.3,2.6,Il existe plusieurs descriptifs ENR,2024-08-28
321,"48.8547269594012,2.39899902877664",38 Rue de Terre Neuve 75020 Paris,2375N1736495P,C,C,54.3,11.7,,2023-04-19
322,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205673L,B,B,58.0,9.5,réseau de chaleur ou de froid vertueux,2023-09-20
323,"48.85862197617325,2.3773349322337536",5 Impasse des Trois Soeurs 75011 Paris,2475N4486838B,C,C,63.3,13.8,,2024-12-11
324,"48.87221696206704,2.3905800013095666",58 Rue des Cascades 75020 Paris,2375N1479325L,C,C,69.0,15.0,,2023-04-24
325,"48.8485059746222,2.3633039886565284",Quai Henri IV 75004 Paris,2275N0839173E,A,A,32.2,2.0,Il existe plusieurs descriptifs ENR,2022-04-10
326,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219400J,C,C,79.6,17.2,,2022-09-21
327,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438123J,B,B,49.0,8.0,,2023-12-13
328,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2153145O,C,C,36.2,11.2,,2022-09-07
329,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227296Z,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
330,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347508N,C,C,89.8,19.7,,2022-06-08
331,"48.86520297206794,2.3935970536593056",46 Rue Sorbier 75020 Paris,2475N0927225W,C,C,73.0,15.0,,2024-03-13
332,"48.834720974155324,2.3197299611790845",53b Rue Raymond Losserand 75014 Paris,2175N0520547H,C,C,75.0,16.0,,2021-10-11
333,"48.89484499463178,2.34364894149164",16 Rue Versigny 75018 Paris,2475N3244977E,C,A,60.0,4.0,chauffe-eau thermodynamique,2024-09-17
334,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709658N,A,A,42.7,5.1,Il existe plusieurs descriptifs ENR,2024-10-21
335,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2125242J,A,A,12.4,3.9,,2022-09-07
336,"48.89093695608735,2.3274999681367423",21 Rue Etex 75018 Paris,2175N0607276A,C,C,57.9,12.6,,2021-10-21
337,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0950234X,C,C,86.3,19.0,,2021-12-19
338,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0500061J,B,A,57.0,1.0,panneaux solaires thermiques,2021-10-03
339,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909607G,A,A,30.0,2.0,,2024-03-10
340,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137568M,A,A,33.0,2.0,pompe à chaleur,2024-12-09
341,"48.89237302794069,2.3526859979856845",1 Allée d'Andrézieux 75018 Paris,2475N3222485C,A,A,33.4,2.2,Il existe plusieurs descriptifs ENR,2024-08-28
342,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192154J,A,A,17.6,1.2,pompe à chaleur,2022-05-30
343,"48.87061197357678,2.300657045393696",45 Avenue George V 75008 Paris,2259N0479217C,B,B,32.4,6.8,,2022-02-08
344,"48.834798031534,2.3207869688406735",130b Rue du Château 75014 Paris,2175N0520888K,C,C,70.0,13.0,chauffe-eau thermodynamique,2021-10-11
345,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346141Y,C,C,80.8,17.7,,2022-06-08
346,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227501W,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
